0.1250D+00  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.3750D+00  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.6250D+00  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.8750D+00  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.1125D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.1375D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.1625D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.1875D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.2125D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.2375D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.2625D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.2875D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.3125D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.3375D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.3625D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.3875D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
0.4125D+01  0.1250D+00  0.1250D+00  0.1245D+00  0.2526D+01  0.0000D+00  0.0000D+00  0.0000D+00
